"","normal_1","normal_2","normal_3","fibrosis_1","fibrosis_2","fibrosis_3","fibrosis_4"
"ENSMUSG00000063049",411,364,436,478,501,545,347
"ENSMUSG00000074357",18,7,18,10,17,24,15
"ENSMUSG00000038069",358,258,349,405,379,442,372
"ENSMUSG00000097706",10,8,5,7,6,4,3
"ENSMUSG00000064508",3,0,1,0,1,0,0
"ENSMUSG00000061974",0,0,1,3,0,0,0
"ENSMUSG00000038064",11,14,18,8,7,19,11
"ENSMUSG00000031563",4451,2959,4882,2814,3660,3065,2795
"ENSMUSG00000064519",0,0,0,0,0,1,1
"ENSMUSG00000031562",23,17,43,149,137,146,90
"ENSMUSG00000031561",129,66,199,513,296,402,281
"ENSMUSG00000100706",2,5,2,9,4,15,7
"ENSMUSG00000089548",0,0,0,0,0,0,0
"ENSMUSG00000031559",0,0,0,0,0,0,0
"ENSMUSG00000087769",0,0,0,0,0,0,0
"ENSMUSG00000106349",0,0,0,0,0,0,0
"ENSMUSG00000065337",0,0,0,0,0,0,0
"ENSMUSG00000052825",4,3,6,10,7,7,7
"ENSMUSG00000098231",2,5,3,1,2,3,2
"ENSMUSG00000064682",0,0,0,0,0,2,0
"ENSMUSG00000088678",0,0,0,0,0,0,0
"ENSMUSG00000098878",0,0,0,0,0,0,0
"ENSMUSG00000089068",0,0,0,0,0,0,0
"ENSMUSG00000031521",785,711,701,700,525,481,512
"ENSMUSG00000039396",8,10,18,109,153,102,95
"ENSMUSG00000031520",118,116,113,181,170,149,130
"ENSMUSG00000054408",1991,1531,2169,3242,3542,3140,2723
"ENSMUSG00000031519",6,9,8,8,16,12,10
"ENSMUSG00000089708",0,1,1,1,5,7,0
"ENSMUSG00000031518",0,0,1,2,2,0,0
"ENSMUSG00000039375",41,23,39,75,62,45,40
"ENSMUSG00000089719",0,0,1,0,0,0,0
"ENSMUSG00000084498",0,0,0,0,1,0,0
"ENSMUSG00000031517",4254,4165,4059,924,1991,1208,1632
"ENSMUSG00000046258",0,0,0,0,0,0,0
"ENSMUSG00000038257",0,0,0,0,0,1,0
"ENSMUSG00000031613",1494,1922,1450,845,619,936,561
"ENSMUSG00000077585",0,0,0,0,0,0,0
"ENSMUSG00000038215",210,217,244,322,307,317,267
"ENSMUSG00000038206",1344,1247,1531,864,1023,939,836
"ENSMUSG00000076392",1,2,2,1,0,2,0
"ENSMUSG00000101485",0,0,0,0,0,0,0
"ENSMUSG00000100510",1,0,0,0,0,0,0
"ENSMUSG00000038193",0,0,0,0,0,0,0
"ENSMUSG00000100348",0,0,0,0,0,0,0
"ENSMUSG00000097910",0,0,0,0,0,0,0
"ENSMUSG00000031610",8,26,79,4,7,2,3
"ENSMUSG00000031609",575,704,701,390,459,427,344
"ENSMUSG00000096917",272,151,292,57,118,80,76
"ENSMUSG00000054717",294,217,351,618,578,630,471
"ENSMUSG00000031608",446,402,423,554,671,586,500
"ENSMUSG00000077526",0,0,0,0,0,0,0
"ENSMUSG00000070025",4,2,1,1,0,2,2
"ENSMUSG00000096914",7,2,2,0,2,0,2
"ENSMUSG00000097695",0,0,0,0,0,0,0
"ENSMUSG00000090003",0,0,0,0,0,0,0
"ENSMUSG00000085254",0,0,0,0,0,0,0
"ENSMUSG00000049946",0,0,0,0,0,1,0
"ENSMUSG00000088657",0,0,0,0,0,0,0
"ENSMUSG00000065727",0,0,0,0,0,0,0
"ENSMUSG00000070023",0,0,0,0,0,0,0
"ENSMUSG00000057228",69289,72014,81111,3855,18026,4721,11348
"ENSMUSG00000031647",4325,2791,4546,1574,2061,1428,1645
"ENSMUSG00000088040",0,0,0,0,0,0,0
"ENSMUSG00000038005",400,359,529,661,669,638,499
"ENSMUSG00000004319",4603,3169,4513,2438,2843,2454,2393
"ENSMUSG00000045746",17,15,10,9,7,9,9
"ENSMUSG00000031644",477,360,552,630,664,679,605
"ENSMUSG00000080956",2,1,0,1,2,2,7
"ENSMUSG00000086681",4,1,2,5,7,4,13
"ENSMUSG00000031642",1992,1097,1950,1677,1455,1415,1462
"ENSMUSG00000099419",0,0,5,1,3,3,2
"ENSMUSG00000056943",2,0,1,3,3,0,0
"ENSMUSG00000031641",624,555,685,492,577,479,437
"ENSMUSG00000058056",1384,391,898,1320,1071,1376,1114
"ENSMUSG00000086866",3,0,8,3,7,7,17
"ENSMUSG00000037921",34,24,103,132,105,206,257
"ENSMUSG00000031635",0,0,0,0,0,1,0
"ENSMUSG00000089528",0,0,0,0,0,0,0
"ENSMUSG00000054162",22,10,11,12,30,11,59
"ENSMUSG00000088419",0,0,0,0,0,0,0
"ENSMUSG00000098106",0,2,3,1,0,0,1
"ENSMUSG00000077153",0,0,0,0,0,0,0
"ENSMUSG00000094443",0,0,0,0,0,0,2
"ENSMUSG00000053626",57,39,97,36,36,34,42
"ENSMUSG00000088132",0,0,0,0,0,0,0
"ENSMUSG00000076042",0,0,0,0,0,0,0
"ENSMUSG00000037852",326,307,465,2820,2814,3476,1703
"ENSMUSG00000031604",733,820,1120,868,1117,570,810
"ENSMUSG00000031605",1171,920,697,818,928,934,870
"ENSMUSG00000089305",0,0,0,0,0,0,0
"ENSMUSG00000025521",755,678,789,490,685,619,468
"ENSMUSG00000071089",16,7,7,1,8,0,1
"ENSMUSG00000053490",31,23,33,6,20,14,16
"ENSMUSG00000079042",2063,1522,2541,623,1957,1004,1012
"ENSMUSG00000074302",0,0,0,0,0,0,0
"ENSMUSG00000074300",6,8,15,0,12,3,9
"ENSMUSG00000092842",0,0,0,0,0,0,0
"ENSMUSG00000064905",0,0,0,0,0,0,0
"ENSMUSG00000036469",117,200,304,414,388,354,454
"ENSMUSG00000064763",0,0,0,0,0,0,0
"ENSMUSG00000083905",0,0,0,0,0,0,0
"ENSMUSG00000065297",0,0,0,0,0,0,0
"ENSMUSG00000064887",0,0,0,0,0,0,2
"ENSMUSG00000086156",21,12,14,6,7,5,6
"ENSMUSG00000085109",0,2,1,0,1,3,1
"ENSMUSG00000025591",143,131,178,226,219,188,226
"ENSMUSG00000025519",0,0,1,0,0,0,0
"ENSMUSG00000085082",0,0,0,0,0,0,0
"ENSMUSG00000044014",2,0,1,1,0,1,0
"ENSMUSG00000036437",90,85,137,168,220,202,78
"ENSMUSG00000014907",395,283,394,325,397,382,314
"ENSMUSG00000077485",0,0,0,0,0,0,0
"ENSMUSG00000080437",0,0,0,0,0,0,0
"ENSMUSG00000089380",0,0,0,0,0,0,0
"ENSMUSG00000074292",0,0,0,0,0,0,0
"ENSMUSG00000025588",7,13,15,4,4,2,2
"ENSMUSG00000051147",192,176,230,262,209,181,252
"ENSMUSG00000030735",16,19,27,11,24,18,12
"ENSMUSG00000056426",0,0,0,1,0,0,0
"ENSMUSG00000104757",0,0,0,0,0,0,0
"ENSMUSG00000030465",384,309,530,2536,2301,2015,1843
"ENSMUSG00000086883",0,0,0,0,0,1,0
"ENSMUSG00000087266",1,1,1,3,1,6,3
"ENSMUSG00000077545",0,0,0,0,0,0,0
"ENSMUSG00000095306",0,4,0,16,14,10,14
"ENSMUSG00000097609",1,0,1,6,0,2,3
"ENSMUSG00000053886",815,659,1055,1093,1373,1280,1090
"ENSMUSG00000036356",220,211,259,307,234,266,225
"ENSMUSG00000085197",0,1,4,1,3,1,2
"ENSMUSG00000087489",0,0,0,1,0,0,0
"ENSMUSG00000085487",0,1,0,0,0,1,0
"ENSMUSG00000031864",1072,781,1208,837,893,838,773
"ENSMUSG00000081745",1,0,0,2,3,2,0
"ENSMUSG00000015568",35168,34252,26448,10367,8979,6712,7347
"ENSMUSG00000036330",2190,2115,3519,113,313,151,322
"ENSMUSG00000089995",2,4,3,0,0,1,0
"ENSMUSG00000006273",8765,7313,10502,6057,6174,5854,5670
"ENSMUSG00000090108",5,15,17,25,11,27,16
"ENSMUSG00000036306",18,30,50,19,22,26,20
"ENSMUSG00000059897",151,99,176,184,195,141,163
"ENSMUSG00000079038",6,7,12,21,15,23,24
"ENSMUSG00000057924",34,20,38,58,55,52,39
"ENSMUSG00000071083",19,4,6,26,21,12,14
"ENSMUSG00000088329",0,0,0,0,0,0,0
"ENSMUSG00000107280",0,0,0,0,0,0,0
"ENSMUSG00000106683",0,10,2,6,14,12,4
"ENSMUSG00000106824",0,0,0,0,0,0,0
"ENSMUSG00000060427",705,437,665,1264,1271,1370,1042
"ENSMUSG00000091764",121,106,154,202,218,193,152
"ENSMUSG00000054648",370,309,476,519,544,414,414
"ENSMUSG00000092260",140,110,153,216,162,187,117
"ENSMUSG00000092544",0,0,0,0,0,0,0
"ENSMUSG00000043090",715,544,813,835,945,884,745
"ENSMUSG00000031862",2060,1710,2274,2204,2330,2114,1807
"ENSMUSG00000036246",482,344,563,1293,1230,1404,1006
"ENSMUSG00000031861",303,208,446,294,354,319,203
"ENSMUSG00000031860",16,27,24,64,69,84,22
"ENSMUSG00000044006",5,9,15,53,48,83,56
"ENSMUSG00000048967",94,69,71,40,41,94,50
"ENSMUSG00000036199",8426,7798,8707,4019,5662,4254,3757
"ENSMUSG00000047654",24,15,14,18,16,14,8
"ENSMUSG00000036180",2144,1682,2245,2260,2626,2142,1851
"ENSMUSG00000031858",1961,1469,2358,2641,2721,2598,2034
"ENSMUSG00000011306",802,702,952,954,1085,1024,664
"ENSMUSG00000036151",563,420,454,154,287,274,225
"ENSMUSG00000007594",3,5,2,17,9,15,7
"ENSMUSG00000002341",1,0,0,0,1,0,1
"ENSMUSG00000099042",0,0,0,0,0,0,0
"ENSMUSG00000089114",0,0,0,0,0,0,0
"ENSMUSG00000036120",306,290,412,358,403,392,287
"ENSMUSG00000071078",54,63,58,92,110,114,76
"ENSMUSG00000002345",779,587,799,938,983,1089,672
"ENSMUSG00000079033",0,0,0,1,0,0,3
"ENSMUSG00000002342",1284,989,1241,1127,1346,1291,889
"ENSMUSG00000002346",4254,2491,3835,775,1140,807,958
"ENSMUSG00000002343",226,182,268,364,328,415,288
"ENSMUSG00000036054",841,597,932,1271,1339,1257,1014
"ENSMUSG00000003573",177,153,247,674,654,621,445
"ENSMUSG00000057788",498,402,580,582,623,621,496
"ENSMUSG00000055681",2144,2022,2550,2285,2379,2768,1870
"ENSMUSG00000087408",1,4,3,9,6,11,6
"ENSMUSG00000109523",0,0,0,0,0,0,0
"ENSMUSG00000058301",2216,1768,2461,2146,2160,2284,1755
"ENSMUSG00000031849",16,49,42,18,10,9,5
"ENSMUSG00000003575",779,584,891,965,1093,1026,682
"ENSMUSG00000055707",572,498,619,1102,1061,1155,727
"ENSMUSG00000035964",0,0,0,23,34,26,8
"ENSMUSG00000007888",21,6,13,1371,1332,1196,374
"ENSMUSG00000058833",779,779,790,890,886,988,743
"ENSMUSG00000090137",38,30,53,29,61,55,43
"ENSMUSG00000055553",1668,1539,1890,1328,1676,1486,1155
"ENSMUSG00000019428",5202,4542,6172,5196,5766,5481,4260
"ENSMUSG00000070002",614,498,806,915,1070,1068,866
"ENSMUSG00000019139",1514,1125,1945,3957,4083,4479,3001
"ENSMUSG00000070003",751,674,845,2173,2206,2247,1784
"ENSMUSG00000049988",20,9,32,302,283,343,247
"ENSMUSG00000038508",70,115,123,412,782,478,785
"ENSMUSG00000056204",4099,4166,4952,1844,2720,2065,2012
"ENSMUSG00000031848",837,1025,1076,985,1104,1112,666
"ENSMUSG00000071076",1949,1575,1986,3141,3192,4388,3251
"ENSMUSG00000080058",0,0,0,0,0,0,0
"ENSMUSG00000095026",70,68,70,27,34,37,25
"ENSMUSG00000031842",4799,3665,4343,2971,3752,3457,2782
"ENSMUSG00000031840",346,280,333,252,297,316,188
"ENSMUSG00000035559",571,562,699,674,770,603,481
"ENSMUSG00000031838",1669,1316,1707,3852,3852,3848,2881
"ENSMUSG00000031834",1193,947,1407,1808,1813,1883,1235
"ENSMUSG00000100691",416,359,368,323,379,365,231
"ENSMUSG00000031833",612,497,787,1162,1176,1369,910
"ENSMUSG00000099031",0,0,1,2,2,2,0
"ENSMUSG00000000791",1,2,4,19,28,19,16
"ENSMUSG00000002910",249,198,298,328,341,405,365
"ENSMUSG00000002908",168,118,137,171,137,230,122
"ENSMUSG00000020887",4,1,5,6,2,8,1
"ENSMUSG00000007721",994,1079,1154,1238,1372,1247,982
"ENSMUSG00000000792",5,3,2,6,9,16,7
"ENSMUSG00000045128",4981,4909,6056,8596,10136,9053,6403
"ENSMUSG00000098710",0,0,0,0,0,0,0
"ENSMUSG00000077563",11,11,10,20,19,19,13
"ENSMUSG00000019261",457,416,611,1005,1020,1218,819
"ENSMUSG00000088248",0,0,0,0,0,0,0
"ENSMUSG00000074252",0,0,0,0,0,0,0
"ENSMUSG00000101854",0,0,0,0,0,0,0
"ENSMUSG00000091388",0,0,0,0,0,0,0
"ENSMUSG00000098594",0,0,0,0,0,0,0
"ENSMUSG00000035439",44,61,105,249,242,285,172
"ENSMUSG00000004677",1219,853,1363,2956,3058,2869,2519
"ENSMUSG00000002395",1330,1271,1408,1629,1754,1869,1497
"ENSMUSG00000002396",1270,959,1137,1131,1270,1331,1008
"ENSMUSG00000002393",1443,1358,1483,1105,1010,1240,1069
"ENSMUSG00000034911",851,703,1073,890,939,1046,791
"ENSMUSG00000031820",2184,2035,2567,2077,2071,2104,1520
"ENSMUSG00000046295",14,9,19,106,105,108,70
"ENSMUSG00000007950",561,423,624,566,622,700,364
"ENSMUSG00000034880",1234,1125,1381,685,729,784,589
"ENSMUSG00000074247",1018,847,1094,1163,1209,1310,967
"ENSMUSG00000034863",545,412,533,833,776,888,647
"ENSMUSG00000007610",606,532,684,746,784,792,671
"ENSMUSG00000034845",5246,4872,7998,5616,5423,6467,5116
"ENSMUSG00000108900",15,8,6,13,19,6,15
"ENSMUSG00000046718",205,214,374,821,860,985,1527
"ENSMUSG00000031813",1207,1111,1247,1218,1403,1538,1158
"ENSMUSG00000043664",70,65,146,52,55,70,48
"ENSMUSG00000034829",93,61,86,43,65,62,45
"ENSMUSG00000031808",1929,1712,2443,1148,1481,1500,932
"ENSMUSG00000031807",1213,1364,1465,1402,1474,1557,1163
"ENSMUSG00000043243",78,52,56,177,166,281,148
"ENSMUSG00000034807",953,814,1236,2588,2504,2432,1893
"ENSMUSG00000034799",143,102,123,248,289,329,237
"ENSMUSG00000098976",2,1,0,0,2,0,0
"ENSMUSG00000031805",1000,596,1029,1841,1980,2262,1711
"ENSMUSG00000079019",11,10,8,18,18,23,29
"ENSMUSG00000031803",22,40,81,43,24,45,31
"ENSMUSG00000070000",94,67,88,228,313,334,177
"ENSMUSG00000056019",164,149,201,255,219,234,196
"ENSMUSG00000089857",158,119,175,168,183,134,113
"ENSMUSG00000066880",198,181,277,251,218,189,153
"ENSMUSG00000083718",70,67,83,68,68,88,48
"ENSMUSG00000052446",510,459,655,491,588,491,394
"ENSMUSG00000003484",0,3,10,18,22,104,11
"ENSMUSG00000084610",0,0,0,0,0,0,0
"ENSMUSG00000069998",0,0,0,0,0,0,0
"ENSMUSG00000061561",0,0,0,0,0,0,0
"ENSMUSG00000046881",0,0,0,0,0,0,0
"ENSMUSG00000088460",0,0,0,0,0,0,0
"ENSMUSG00000031799",1493,1835,2585,9961,8782,10011,7136
"ENSMUSG00000097472",7,8,5,14,15,21,17
"ENSMUSG00000087502",13,22,22,99,106,86,90
"ENSMUSG00000003037",3105,2619,3518,2930,3480,2629,2541
"ENSMUSG00000062007",1,0,6,10,14,12,13
"ENSMUSG00000074240",0,0,0,0,0,6,0
"ENSMUSG00000079016",0,0,0,0,0,0,0
"ENSMUSG00000003039",3610,2526,3235,3812,4255,3126,2860
"ENSMUSG00000003033",1337,1184,1697,1998,2156,2050,1664
"ENSMUSG00000070713",0,0,0,0,1,1,0
"ENSMUSG00000055148",372,410,406,664,448,789,555
"ENSMUSG00000006276",1181,877,1517,1575,1659,1498,1266
"ENSMUSG00000019732",65,56,80,85,102,93,67
"ENSMUSG00000083922",3,0,1,1,1,0,0
"ENSMUSG00000052794",229,173,259,299,356,285,237
"ENSMUSG00000052488",1234,1035,1534,1449,1463,1689,1213
"ENSMUSG00000099079",0,0,0,0,0,0,0
"ENSMUSG00000019731",1838,1404,2103,1493,1618,1299,1218
"ENSMUSG00000097000",20,10,16,75,71,50,58
"ENSMUSG00000045248",219,218,271,335,319,385,248
"ENSMUSG00000094041",0,0,0,0,0,0,0
"ENSMUSG00000044600",1417,1546,1785,1936,1977,1808,1592
"ENSMUSG00000031791",469,462,721,470,598,527,342
"ENSMUSG00000048148",14,7,5,3,4,2,4
"ENSMUSG00000093276",0,0,0,0,0,0,0
"ENSMUSG00000031622",1886,1627,2082,2689,2918,2812,2246
"ENSMUSG00000050147",22,8,31,51,62,43,51
"ENSMUSG00000004383",434,339,516,1107,974,1030,797
"ENSMUSG00000093140",0,1,0,0,0,0,0
"ENSMUSG00000089447",0,0,0,0,0,0,0
"ENSMUSG00000076199",0,0,0,0,0,0,0
"ENSMUSG00000047657",0,1,2,0,1,18,1
"ENSMUSG00000098378",0,0,0,0,0,0,0
"ENSMUSG00000079011",0,2,0,1,1,0,1
"ENSMUSG00000031621",0,0,0,0,0,0,0
"ENSMUSG00000034518",457,343,609,845,833,760,603
"ENSMUSG00000042870",250,199,280,208,227,160,168
"ENSMUSG00000005413",480,501,602,1552,1434,1773,1722
"ENSMUSG00000005410",129,103,213,906,809,669,591
"ENSMUSG00000034472",150,127,157,350,233,291,169
"ENSMUSG00000049891",13,27,10,26,5,12,17
"ENSMUSG00000072432",1,1,0,1,1,1,1
"ENSMUSG00000031620",0,0,0,0,0,0,0
"ENSMUSG00000103054",0,0,0,0,0,0,0
"ENSMUSG00000101431",4,1,14,9,5,2,5
"ENSMUSG00000077537",0,0,0,0,0,0,0
"ENSMUSG00000064709",0,0,0,0,0,0,0
"ENSMUSG00000098215",1,1,6,1,2,5,1
"ENSMUSG00000074235",4,4,6,2,2,3,2
"ENSMUSG00000099012",0,0,0,0,0,0,0
"ENSMUSG00000087321",1,2,1,3,0,0,0
"ENSMUSG00000031618",835,549,842,410,517,397,356
"ENSMUSG00000089309",0,0,0,0,0,0,0
"ENSMUSG00000088942",0,0,0,0,0,1,0
"ENSMUSG00000037148",1377,931,1456,636,832,627,657
"ENSMUSG00000097882",25,9,26,8,18,10,13
"ENSMUSG00000037134",451,378,559,542,573,613,467
"ENSMUSG00000087750",1,2,0,0,2,2,2
"ENSMUSG00000031617",1045,738,1329,1517,1616,1355,1104
"ENSMUSG00000086451",3,1,6,13,3,15,8
"ENSMUSG00000086781",0,0,0,0,0,0,0
"ENSMUSG00000031616",67,63,107,650,448,561,465
"ENSMUSG00000087761",0,0,0,0,0,0,0
"ENSMUSG00000037101",0,0,0,0,2,0,0
"ENSMUSG00000031688",0,0,0,0,0,0,0
"ENSMUSG00000037070",121,112,131,258,278,258,183
"ENSMUSG00000031684",339,263,379,527,549,513,449
"ENSMUSG00000031683",678,489,734,668,894,654,640
"ENSMUSG00000069986",0,0,0,2,0,1,0
"ENSMUSG00000064926",0,0,0,0,0,0,0
"ENSMUSG00000071064",766,466,873,739,906,761,674
"ENSMUSG00000031682",0,0,2,5,0,2,0
"ENSMUSG00000037022",901,903,994,615,641,517,489
"ENSMUSG00000097174",35,30,35,34,38,30,24
"ENSMUSG00000031681",390,329,492,982,976,974,871
"ENSMUSG00000097975",0,1,0,0,1,1,1
"ENSMUSG00000036990",1942,1336,2255,2374,2476,2568,2385
"ENSMUSG00000094594",0,0,0,6,1,0,1
"ENSMUSG00000058355",2357,2038,2751,2945,3095,2644,2696
"ENSMUSG00000098101",0,1,0,1,0,0,0
"ENSMUSG00000036977",243,215,308,378,473,348,283
"ENSMUSG00000064325",7,6,14,9,2,2,4
"ENSMUSG00000098688",0,0,0,0,0,0,0
"ENSMUSG00000082491",2,2,3,2,4,3,6
"ENSMUSG00000051839",0,0,2,0,1,0,3
"ENSMUSG00000086912",0,0,0,0,0,0,0
"ENSMUSG00000042353",0,0,0,0,0,0,0
"ENSMUSG00000031715",985,789,1111,1575,1571,1500,1317
"ENSMUSG00000031714",1385,699,1367,1309,1320,1247,986
"ENSMUSG00000098001",0,2,1,0,0,1,0
"ENSMUSG00000098223",0,0,0,0,0,0,0
"ENSMUSG00000038250",726,617,854,885,821,788,621
"ENSMUSG00000037982",0,0,0,0,0,0,0
"ENSMUSG00000094615",0,0,0,0,0,0,0
"ENSMUSG00000097949",0,0,0,0,0,0,1
"ENSMUSG00000037940",53,43,102,122,131,109,101
"ENSMUSG00000090732",0,0,0,0,0,0,0
"ENSMUSG00000090584",0,0,0,0,0,0,0
"ENSMUSG00000091998",2,0,0,0,1,3,0
"ENSMUSG00000089147",0,0,0,0,0,0,0
"ENSMUSG00000031712",341,246,370,232,229,227,240
"ENSMUSG00000065182",0,1,0,0,0,0,0
"ENSMUSG00000097984",1,1,0,0,2,0,0
"ENSMUSG00000031711",473,398,559,736,749,723,564
"ENSMUSG00000047747",72,106,128,847,493,530,543
"ENSMUSG00000074228",2,0,0,6,0,0,2
"ENSMUSG00000031709",287,165,461,852,863,699,697
"ENSMUSG00000031710",1,2,4,10,2,3,2
"ENSMUSG00000035151",641,552,686,685,692,626,651
"ENSMUSG00000035057",0,0,0,0,0,0,0
"ENSMUSG00000082136",0,0,0,0,0,0,0
"ENSMUSG00000002190",3,4,3,1,3,1,0
"ENSMUSG00000063253",471,443,795,281,290,300,275
"ENSMUSG00000047286",0,0,0,0,0,0,0
"ENSMUSG00000033938",3619,3826,3981,2011,2647,2529,1922
"ENSMUSG00000031708",6868,5284,8051,4445,5861,4942,3986
"ENSMUSG00000005483",1719,1152,1234,1392,1335,1460,1291
"ENSMUSG00000019433",1706,1361,2027,2653,2959,2497,2060
"ENSMUSG00000019464",1038,717,1231,1073,1127,1067,970
"ENSMUSG00000057672",1215,873,1385,1236,1490,1215,1123
"ENSMUSG00000005481",578,563,723,1080,1126,1138,1014
"ENSMUSG00000002885",506,387,719,1209,1497,1489,1295
"ENSMUSG00000098465",0,0,0,0,0,0,0
"ENSMUSG00000084682",0,0,0,0,0,0,0
"ENSMUSG00000096943",2,0,0,4,4,2,2
"ENSMUSG00000013033",1004,718,1156,1606,1809,1668,1154
"ENSMUSG00000105569",1,0,1,1,4,3,1
"ENSMUSG00000105878",0,0,0,0,0,0,0
"ENSMUSG00000074219",99,74,113,37,53,37,48
"ENSMUSG00000005470",21,10,25,146,194,142,117
"ENSMUSG00000005469",2149,1719,2373,1973,2335,2017,1521
"ENSMUSG00000079003",876,680,990,1203,1336,1391,1008
"ENSMUSG00000046408",41,32,49,20,37,46,27
"ENSMUSG00000098823",0,0,1,0,0,0,0
"ENSMUSG00000074217",372,325,385,195,238,312,165
"ENSMUSG00000080665",0,0,0,0,0,0,0
"ENSMUSG00000047986",788,543,884,511,806,641,371
"ENSMUSG00000005465",27,46,51,363,317,357,252
"ENSMUSG00000045232",0,0,2,1,8,3,2
"ENSMUSG00000074215",59,41,50,50,81,78,47
"ENSMUSG00000056753",35,16,45,48,31,33,22
"ENSMUSG00000031706",848,617,1135,1001,1012,1151,767
"ENSMUSG00000076144",0,0,0,1,0,0,0
"ENSMUSG00000037103",559,535,694,831,871,943,662
"ENSMUSG00000012889",8,10,20,91,107,69,88
"ENSMUSG00000036686",1124,884,1265,1350,1550,1500,1112
"ENSMUSG00000008129",8,3,15,27,28,21,25
"ENSMUSG00000080334",0,0,0,0,0,0,0
"ENSMUSG00000056155",2,2,5,18,12,15,5
"ENSMUSG00000076338",0,0,0,0,1,0,0
"ENSMUSG00000065483",0,0,0,0,1,0,0
"ENSMUSG00000097120",2,0,0,0,0,2,0
"ENSMUSG00000103593",7,9,10,11,15,22,7
"ENSMUSG00000065611",1,0,0,0,1,2,0
"ENSMUSG00000065444",0,0,0,0,0,0,0
"ENSMUSG00000065541",0,0,0,0,0,0,0
"ENSMUSG00000105458",0,0,0,0,0,0,0
"ENSMUSG00000097296",89,77,84,172,244,263,171
"ENSMUSG00000035671",362,234,445,860,852,947,660
"ENSMUSG00000019362",2222,1925,2402,1972,2351,2141,1566
"ENSMUSG00000004996",213,181,247,391,412,430,303
"ENSMUSG00000004994",361,269,399,423,507,580,351
"ENSMUSG00000064392",0,0,0,0,0,0,0
"ENSMUSG00000034656",80,77,119,421,355,320,367
"ENSMUSG00000086067",2,0,1,3,6,2,4
"ENSMUSG00000053560",330,237,327,704,608,902,613
"ENSMUSG00000097193",12,17,14,14,19,13,5
"ENSMUSG00000001910",2515,1891,2866,2591,3052,2460,2102
"ENSMUSG00000001909",1101,996,1262,1327,1454,1479,1112
"ENSMUSG00000001911",979,662,1101,1689,1716,1851,1202
"ENSMUSG00000034041",37,42,57,367,290,511,213
"ENSMUSG00000074203",4,4,6,11,28,21,9
"ENSMUSG00000053226",137,130,163,138,140,183,94
"ENSMUSG00000033751",251,241,295,210,214,211,198
"ENSMUSG00000003813",1167,791,1256,759,850,733,635
"ENSMUSG00000003814",24918,22143,25224,25120,27588,22611,22845
"ENSMUSG00000087685",5,1,3,4,2,6,2
"ENSMUSG00000003808",778,633,833,1023,1148,1168,952
"ENSMUSG00000098331",0,0,0,1,0,0,0
"ENSMUSG00000003824",182,126,163,195,191,146,123
"ENSMUSG00000003809",9992,9055,9789,1881,2876,1807,2563
"ENSMUSG00000054191",76,19,141,9,34,30,10
"ENSMUSG00000003812",397,323,402,810,902,861,621
"ENSMUSG00000053693",26,39,56,108,130,132,94
"ENSMUSG00000092826",0,0,0,1,0,1,0
"ENSMUSG00000048617",0,0,0,0,0,0,1
"ENSMUSG00000052926",413,359,430,785,703,794,494
"ENSMUSG00000005161",4557,4278,5307,5437,5791,6056,4223
"ENSMUSG00000052837",485,338,525,3742,2944,4011,2739
"ENSMUSG00000052566",2017,1543,2083,1568,1792,1535,1437
"ENSMUSG00000052819",0,2,0,2,0,2,0
"ENSMUSG00000052456",2615,2259,2979,2142,2585,2064,1742
"ENSMUSG00000041203",2455,2171,2514,2449,2436,2734,2087
"ENSMUSG00000031691",1257,895,1470,1837,1849,2030,1478
"ENSMUSG00000077527",0,0,3,0,0,1,0
"ENSMUSG00000087026",30,13,30,36,46,47,30
"ENSMUSG00000008167",529,538,676,1267,1393,1389,943
"ENSMUSG00000099076",0,0,0,0,0,0,0
"ENSMUSG00000095845",12,20,8,4,16,23,19
"ENSMUSG00000060038",339,249,397,451,471,444,339
"ENSMUSG00000005150",526,457,561,676,639,627,467
"ENSMUSG00000059355",252,259,358,262,299,540,190
"ENSMUSG00000005142",4232,2707,4058,3971,3852,4130,3295
"ENSMUSG00000074194",255,196,207,171,185,116,161
"ENSMUSG00000089213",0,1,0,0,0,0,0
"ENSMUSG00000062687",2,0,0,0,3,4,2
"ENSMUSG00000051952",0,0,0,0,0,0,0
"ENSMUSG00000031696",4484,3497,4978,4651,4377,3641,4086
"ENSMUSG00000031697",128,173,191,372,386,420,217
"ENSMUSG00000088344",0,0,0,0,0,0,0
"ENSMUSG00000031698",49,50,28,14,24,46,9
"ENSMUSG00000084895",2,0,0,1,1,0,0
"ENSMUSG00000036934",265,228,201,283,316,299,267
"ENSMUSG00000103341",2,3,0,0,0,0,0
"ENSMUSG00000031700",4123,2534,3096,2031,2039,1665,1542
"ENSMUSG00000031701",4690,4308,4930,3692,4142,3360,3600
"ENSMUSG00000036902",6,7,16,79,58,77,29
"ENSMUSG00000098388",0,0,0,0,0,0,1
"ENSMUSG00000031703",5202,4893,6761,2783,3199,2898,2727
"ENSMUSG00000036879",2151,1648,2416,1276,1373,1297,1158
"ENSMUSG00000090043",0,1,1,0,1,2,0
"ENSMUSG00000098439",3,1,0,0,1,0,0
"ENSMUSG00000088192",0,0,0,0,0,0,0
"ENSMUSG00000065737",0,0,0,0,0,0,0
"ENSMUSG00000036872",1,0,0,2,1,0,0
"ENSMUSG00000106513",0,0,0,1,0,0,0
